2.56,1.93,2.31,1.0575,H
2.41,1.97,2.42,1.0604,A
2.61,2.1,2.1,1.0619,D
2.15,2.05,2.61,1.0625,D
2.61,2.1,2.1,1.0619,H
2.2,1.99,2.62,1.0603,A
2.61,1.98,2.22,1.0615,D
2.14,1.85,2.82,1.0486,H
2.57,2.04,2.14,1.0609,A
2.1,2.05,2.66,1.0596,D
2.47,2.11,2.23,1.0653,A
2.76,2.04,2.01,1.0521,A
2.24,2.04,2.53,1.0647,H
2.35,2.04,2.42,1.0646,D
2.77,2.09,1.95,1.0529,D
2.78,2.1,1.93,1.0524,D
2.26,2.08,2.47,1.0653,A
2.35,2.02,2.44,1.0651,H
2.02,2.02,2.77,1.0523,A
2.55,1.85,2.41,1.0556,A
2.71,2.1,2,1.0547,A
2.71,2.1,2,1.0547,D
2.71,2.12,1.98,1.0556,D
2.73,1.97,2.11,1.0544,H
2.61,2.17,2.03,1.06,A
2.5,2.26,2.05,1.0643,D
2.51,2.22,2.08,1.0657,D
2.33,1.87,2.61,1.056,D
2.56,2.1,2.15,1.0641,H
2.47,2.03,2.31,1.0635,H
2.56,2.1,2.15,1.0641,D
2.63,1.97,2.21,1.0591,H
2.56,1.97,2.28,1.0594,D
2.61,2.15,2.05,1.0625,D
2.63,1.9,2.28,1.0551,D
1.84,2.14,2.83,1.0489,D
1.92,2.04,2.85,1.0476,D
2.6,2.25,1.96,1.0594,H
2,2.1,2.71,1.0547,D
2.61,2.14,2.06,1.0602,A
2,2.1,2.71,1.0547,D
2.14,2.06,2.61,1.0602,A
2.56,1.97,2.28,1.0594,A
2.42,1.97,2.42,1.0633,D
2.15,2.03,2.63,1.0612,H
2.72,2.05,2.05,1.0598,H
2.42,2.05,2.35,1.0675,A
2.35,2.05,2.42,1.0675,A
2.72,2.05,2.05,1.0598,D
2.72,2.05,2.05,1.0598,A
2.07,1.9,2.85,1.0478,H
2.52,1.99,2.31,1.0646,H
2.77,1.93,2.12,1.0539,H
2.39,2,2.43,1.0652,H
2.48,2.04,2.3,1.0656,D
2.3,2.04,2.48,1.0656,D
2.78,1.92,2.12,1.0537,A
2.52,2.12,2.18,1.0651,H
2.38,2.06,2.38,1.0653,A
2.3,2.35,2.17,1.0694,A
2.39,2.28,2.15,1.0694,H
2.52,2.09,2.21,1.0647,A
2.78,1.92,2.12,1.0537,H
2.17,2.14,2.51,1.0656,D
2.43,2.15,2.24,1.0692,H
2.51,1.98,2.33,1.0652,H
2.61,2.13,2.08,1.0641,A
2.4,1.52,2.6,1.0542,A
2.02,1.97,2.83,1.0524,H
2.61,1.93,2.28,1.0595,A
2.3,2.17,2.35,1.0696,D
2.51,2.21,2.1,1.0674,H
2.51,2.1,2.21,1.0674,H
2.41,2.1,2.31,1.0679,H
2.51,1.9,2.41,1.0595,A
2.92,1.97,1.93,1.0449,D
2.18,2.01,2.63,1.0622,D
2.61,1.93,2.28,1.0595,A
1.93,1.97,2.92,1.0449,A
2.24,1.97,2.61,1.0617,H
2.28,2.22,2.32,1.0694,A
2.32,2.15,2.35,1.07,D
2.35,2.12,2.35,1.0702,D
2.61,2.13,2.08,1.0641,A
2.38,1.93,2.51,1.0631,H
2.35,2.32,2.15,1.07,A
2.32,2.02,2.48,1.0661,D
2.1,2.07,2.65,1.0607,A
2.63,1.97,2.22,1.0615,H
2.68,1.98,2.17,1.0606,H
2.72,2.03,2.08,1.059,A
2.46,1.99,2.38,1.065,H
2.04,2.04,2.75,1.0558,H
2.43,2.12,2.28,1.07,D
2.38,2.21,2.24,1.0707,D
2.57,2.02,2.24,1.0644,D
2.63,2.06,2.14,1.0658,A
1.98,2.07,2.78,1.0558,D
2.27,1.99,2.57,1.0651,H
2.31,2.31,2.21,1.0708,H
2.48,2.1,2.25,1.07,H
2.57,2.06,2.2,1.0658,H
2.8,2,2.03,1.0552,H
2.31,2.09,2.43,1.0702,A
2.42,2.06,2.35,1.0695,A
2.56,2.04,2.23,1.0652,H
2.31,2.09,2.43,1.0702,H
2.02,2.24,2.57,1.0644,H
2.04,2.21,2.58,1.0647,H
2.78,1.83,2.22,1.0536,H
2.83,1.86,2.14,1.0524,D
2.85,1.97,2.01,1.0516,A
2.51,1.97,2.35,1.0645,A
2.51,2.01,2.31,1.0666,H
2.38,2.21,2.24,1.0731,H
2.17,2.14,2.52,1.0694,H
2.47,2.01,2.35,1.0656,A
2.03,2.08,2.72,1.06,A
2.34,1.97,2.52,1.0647,D
2.39,2.32,2.12,1.0706,A
2.24,2,2.59,1.0653,D
2.68,2.01,2.14,1.0604,A
2.17,2.04,2.62,1.0647,H
2.17,2.05,2.61,1.0648,H
2.15,2.04,2.64,1.0647,H
2.85,1.97,2.01,1.0516,D
2.85,1.95,2.03,1.0521,D
2.31,2,2.51,1.0666,A
2.85,2.01,1.97,1.0516,A
2.41,2.01,2.41,1.0664,H
2.51,1.97,2.35,1.0645,H
2.28,2.13,2.42,1.0696,A
2.9,1.99,1.95,1.0505,A
2.9,2.01,1.93,1.0509,H
2.48,1.93,2.43,1.0663,H
2.78,2.11,2.05,1.0805,H
2.53,2.1,2.21,1.0695,H
2.24,2.07,2.53,1.0696,D
2.48,2.24,2.12,1.0691,H
2.31,2.09,2.43,1.0695,H
2.62,1.99,2.23,1.0653,H
2.61,2.13,2.1,1.0672,H
2.78,2.05,2.01,1.0599,D
2.13,2.1,2.61,1.0672,A
2.51,2.01,2.32,1.0693,A
2.41,2.15,2.28,1.0721,D
2.64,2.1,2.1,1.0671,A
2.64,2.1,2.1,1.0671,A
2.64,2.15,2.05,1.0677,D
2.1,2.1,2.64,1.0671,A
2.05,2.15,2.64,1.0677,D
2.72,2.15,1.97,1.0622,D
2.15,1.97,2.72,1.0622,A
2.4,1.93,2.51,1.0659,A
2.13,2.1,2.61,1.0672,A
2.63,1.97,2.24,1.0652,A
2.38,1.95,2.51,1.0649,A
2.05,2.01,2.78,1.0599,A
2.56,1.97,2.31,1.0659,H
2.78,1.93,2.13,1.058,D
2.72,1.97,2.15,1.0622,D
2.47,2.11,2.26,1.0704,A
2.8,1.96,2.08,1.0563,H
2.38,1.95,2.51,1.0649,D
2.57,1.93,2.34,1.0645,H
2.4,1.97,2.47,1.0665,D
2.61,2.18,2.05,1.0682,D
2.18,2.05,2.61,1.0682,H
2.78,2.03,2.03,1.0598,D
2.72,1.97,2.15,1.0622,H
3.16,1.9,1.78,1.0278,D
2.38,1.9,2.56,1.0634,H
2.63,1.93,2.28,1.063,H
2.78,1.93,2.13,1.058,A
2.23,1.97,2.64,1.0644,A
2.56,2.05,2.23,1.0691,D
2.99,1.95,1.91,1.0486,H
2.15,1.92,2.78,1.0602,A
2.52,2.09,2.24,1.0708,D
2.52,1.99,2.34,1.07,H
2.9,1.89,2.06,1.0545,H
2.53,2.04,2.28,1.0709,A
2.19,2.07,2.59,1.0698,A
2.38,1.95,2.52,1.0697,D
2.52,2.02,2.31,1.0701,D
